,vintage,nr_tokens,name,volume_ml,lot_size,seal codes,description,description_missing,multplier,full_description,src_image,dst_image
37,2004,3,Rubicon 2004,750,3,4527 - 0476421,"‘Elegant but not insubstantial, 04 is Chris Williams’s debut with long-time Cape icon. 64% cab; merlot, cab f. Silk rather than brocade; blackcurrant, raspberry notes deliver harmony, length & balance. 2 yrs oak, 80% new. Deserves cellaring.’ – Platter’s SA Wine Guide 2009, 4.5*
‘Concentrated and grippy, with dark, roasted plum, black licorice, charcoal, mesquite and bittersweet cocoa notes. Traditional in vein, with an iron- and earth-filled finish that should soften nicely with cellaring. Cabernet Sauvignon, Merlot and Cabernet Franc.’ – 90/100 Wine Spectator (2008)",0,,"Seal Code: 4527 - 0476421

‘Elegant but not insubstantial, 04 is Chris Williams’s debut with long-time Cape icon. 64% cab; merlot, cab f. Silk rather than brocade; blackcurrant, raspberry notes deliver harmony, length & balance. 2 yrs oak, 80% new. Deserves cellaring.’ – Platter’s SA Wine Guide 2009, 4.5*
‘Concentrated and grippy, with dark, roasted plum, black licorice, charcoal, mesquite and bittersweet cocoa notes. Traditional in vein, with an iron- and earth-filled finish that should soften nicely with cellaring. Cabernet Sauvignon, Merlot and Cabernet Franc.’ – 90/100 Wine Spectator (2008)",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2004 4527 - 0475737.jpg,farms/meerlust/rubicon/output/assets/37.jpg
38,2004,3,Rubicon 2004,750,3,4527 - 0475737,"‘Elegant but not insubstantial, 04 is Chris Williams’s debut with long-time Cape icon. 64% cab; merlot, cab f. Silk rather than brocade; blackcurrant, raspberry notes deliver harmony, length & balance. 2 yrs oak, 80% new. Deserves cellaring.’ – Platter’s SA Wine Guide 2009, 4.5*
‘Concentrated and grippy, with dark, roasted plum, black licorice, charcoal, mesquite and bittersweet cocoa notes. Traditional in vein, with an iron- and earth-filled finish that should soften nicely with cellaring. Cabernet Sauvignon, Merlot and Cabernet Franc.’ – 90/100 Wine Spectator (2008)",0,,"Seal Code: 4527 - 0475737

‘Elegant but not insubstantial, 04 is Chris Williams’s debut with long-time Cape icon. 64% cab; merlot, cab f. Silk rather than brocade; blackcurrant, raspberry notes deliver harmony, length & balance. 2 yrs oak, 80% new. Deserves cellaring.’ – Platter’s SA Wine Guide 2009, 4.5*
‘Concentrated and grippy, with dark, roasted plum, black licorice, charcoal, mesquite and bittersweet cocoa notes. Traditional in vein, with an iron- and earth-filled finish that should soften nicely with cellaring. Cabernet Sauvignon, Merlot and Cabernet Franc.’ – 90/100 Wine Spectator (2008)",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2004 4527 - 0475737.jpg,farms/meerlust/rubicon/output/assets/38.jpg
39,2005,3,Rubicon 2005,750,3,4967 - 0383783,"'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",0,,"Seal Code: 4967 - 0383783

'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2005 4967 - 0408179.jpg,farms/meerlust/rubicon/output/assets/39.jpg
40,2005,3,Rubicon 2005,750,3,4967 - 0424462,"'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",0,,"Seal Code: 4967 - 0424462

'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2005 4967 - 0408179.jpg,farms/meerlust/rubicon/output/assets/40.jpg
41,2005,3,Rubicon 2005,750,3,4967 - 0408179,"'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",0,,"Seal Code: 4967 - 0408179

'Mature, ripe, heady nose show some reduction. The palate is meaty with dried herbs and dark plums. Spicy with slight vanilla note, good poise and depth. Drink now to 2030.' - Roland Peens (Feb 2021), 92/100
'Parallel drawn with the 2005 Cabernet, displaying a similar nose of wood polish and mint. The palate is on another level though. Power and finesse. Incredible concentration of deep, dark fruits presented in a completely harmonious, seamless palate delivery. Expect a healthy sediment deposit. Decant for an hour and enjoy.'- Higgo Jacobs (Feb 2021), 94/100
'Among South Africa’s original Bordeaux-style reds, still finely judged, elegant & classically styled. 05 cassis & graphite whiffs; plush yet lithe & restrained, with gd grip from 69% cab (with merlot, cab f), 14.4% alc well hidden. Ageworthy. 2 yrs oak, 75% new.' - Platter's SA Wine Guide 2010, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2005 4967 - 0408179.jpg,farms/meerlust/rubicon/output/assets/41.jpg
42,2006,3,Rubicon 2006,750,3,5291 - 0041471,"‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",0,,"Seal Code: 5291 - 0041471

‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2006 5291 - 0041473.jpg,farms/meerlust/rubicon/output/assets/42.jpg
43,2006,3,Rubicon 2006,750,3,5291 - 0041475,"‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",0,,"Seal Code: 5291 - 0041475

‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2006 5291 - 0041473.jpg,farms/meerlust/rubicon/output/assets/43.jpg
44,2006,3,Rubicon 2006,750,3,5291 - 0041473,"‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",0,,"Seal Code: 5291 - 0041473

‘Longstanding benchmark Bordeaux-style red, eschews showiness for restraint. 2006 cassis and cherry notes; concentrated, not plush, powdery tannins, tealeaf whiffs. Oak (70% new) evident; less supple than 2005. From Cabernet Sauvignon, with 16% Cabernet Franc, and 10% Merlot.’ - Platter’s SA Wine Guide 2011, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2006 5291 - 0041473.jpg,farms/meerlust/rubicon/output/assets/44.jpg
45,2007,3,Rubicon 2007,750,3,5641 - 454981,,1,,"Seal Code: 5641 - 454981

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2007 5641 - 454980.jpg,farms/meerlust/rubicon/output/assets/45.jpg
46,2007,3,Rubicon 2007,750,3,5641 - 454980,,1,,"Seal Code: 5641 - 454980

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2007 5641 - 454980.jpg,farms/meerlust/rubicon/output/assets/46.jpg
47,2007,3,Rubicon 2007,750,3,5641 - 454979,"‘Approaching its 30th birthday, Cabernet-based blend with Merlot, Cabernet Franc still a Cape benchmark. Splendid 2007 (5 stars) reflects work in the vineyard, with remarkably intense fruit core, currently masked by firm, integrated tannin which should preserve charms to 2025. Like 2006, restrained not showy.’ - Platter’s SA Wine Guide 2012, 5*",0,,"Seal Code: 5641 - 454979

‘Approaching its 30th birthday, Cabernet-based blend with Merlot, Cabernet Franc still a Cape benchmark. Splendid 2007 (5 stars) reflects work in the vineyard, with remarkably intense fruit core, currently masked by firm, integrated tannin which should preserve charms to 2025. Like 2006, restrained not showy.’ - Platter’s SA Wine Guide 2012, 5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2007 5641 - 454980.jpg,farms/meerlust/rubicon/output/assets/47.jpg
48,2008,6,Rubicon 2008,750,6,5683 - 754277,,1,,"Seal Code: 5683 - 754277

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/48.jpg
49,2008,6,Rubicon 2008,750,6,5683 - 754289,,1,,"Seal Code: 5683 - 754289

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/49.jpg
50,2008,6,Rubicon 2008,750,6,5683 - 754279,,1,,"Seal Code: 5683 - 754279

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/50.jpg
51,2008,6,Rubicon 2008,750,6,5683 - 754276,,1,,"Seal Code: 5683 - 754276

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/51.jpg
52,2008,6,Rubicon 2008,750,6,5683 - 754275,,1,,"Seal Code: 5683 - 754275

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/52.jpg
53,2008,6,Rubicon 2008,750,6,5683 - 754274,,1,,"Seal Code: 5683 - 754274

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2008 5683 - 754289.jpg,farms/meerlust/rubicon/output/assets/53.jpg
54,2009,6,Rubicon 2009,750,6,6061 - 579272,,1,,"Seal Code: 6061 - 579272

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/54.jpg
55,2009,6,Rubicon 2009,750,6,6061 - 579651,,1,,"Seal Code: 6061 - 579651

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/55.jpg
56,2009,6,Rubicon 2009,750,6,6061 - 579277,,1,,"Seal Code: 6061 - 579277

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/56.jpg
57,2009,6,Rubicon 2009,750,6,6061 - 579597,,1,,"Seal Code: 6061 - 579597

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/57.jpg
58,2009,6,Rubicon 2009,750,6,6061 - 578756,,1,,"Seal Code: 6061 - 578756

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/58.jpg
59,2009,6,Rubicon 2009,750,6,6061 - 578847,"'As expected, the highlight of the tasting. Pure and beguiling nose, with Bordeaux-like graphite and forest floor notes. Dense, rich, and structured with powerful yet lacy tannins. Fine balance with a serious demeanour. Drink 2025 to 2040.'- Roland Peens (Feb 2021), 95/100
'Expressive of the vintage, the 2009 shows more intensity and concentration of dark fruit, still very tightly packed. Hint of sweet mocha. Unwavering structure, although there is a sweetness and opulence to the fruit that allows drinkability. A long haul vintage.' - Higgo Jacobs (Feb 2021), 95/100
‘Distinctive, with singed iron and lilac hints, followed by a mix of boysenberry, blackberry and black currant fruit flavors. Dried star anise, cinnamon and black tea notes fill the finish, with iron-coated grip underneath. Tastes like a meeting of Cabernet and Nebbiolo. Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot. Drink now through 2020. 1,500 cases imported.’ – 91/100 Wine Spectator (2015)
‘Lively pencil lead, cocoa, oil and tar aromas – real sophistication with a flash of green character on the palate and pert tannins. Supreme length.’ – Richard Hemming MW 17.5+/20, JancisRobinson.com ( 2018)
Sensational 2009 (92 pts), indisputably great vintage of venerable cab-dominated (70%) Bordeaux blend. Indulgently plush, with dark fruit that easily absorbs & integrates the oak influence (65% new barrels) to produce an impressively complex, densely structured & promising masterpiece. - Platter's SA Wine Guide 2014, 4.5*",0,,"Seal Code: 6061 - 578847

'As expected, the highlight of the tasting. Pure and beguiling nose, with Bordeaux-like graphite and forest floor notes. Dense, rich, and structured with powerful yet lacy tannins. Fine balance with a serious demeanour. Drink 2025 to 2040.'- Roland Peens (Feb 2021), 95/100
'Expressive of the vintage, the 2009 shows more intensity and concentration of dark fruit, still very tightly packed. Hint of sweet mocha. Unwavering structure, although there is a sweetness and opulence to the fruit that allows drinkability. A long haul vintage.' - Higgo Jacobs (Feb 2021), 95/100
‘Distinctive, with singed iron and lilac hints, followed by a mix of boysenberry, blackberry and black currant fruit flavors. Dried star anise, cinnamon and black tea notes fill the finish, with iron-coated grip underneath. Tastes like a meeting of Cabernet and Nebbiolo. Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot. Drink now through 2020. 1,500 cases imported.’ – 91/100 Wine Spectator (2015)
‘Lively pencil lead, cocoa, oil and tar aromas – real sophistication with a flash of green character on the palate and pert tannins. Supreme length.’ – Richard Hemming MW 17.5+/20, JancisRobinson.com ( 2018)
Sensational 2009 (92 pts), indisputably great vintage of venerable cab-dominated (70%) Bordeaux blend. Indulgently plush, with dark fruit that easily absorbs & integrates the oak influence (65% new barrels) to produce an impressively complex, densely structured & promising masterpiece. - Platter's SA Wine Guide 2014, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2009 6061 - 579277.jpg,farms/meerlust/rubicon/output/assets/59.jpg
60,2010,6,Rubicon 2010,750,6,7330 - 845282,,1,,"Seal Code: 7330 - 845282

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/60.jpg
61,2010,6,Rubicon 2010,750,6,7330 - 845284,,1,,"Seal Code: 7330 - 845284

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/61.jpg
62,2010,6,Rubicon 2010,750,6,7330 - 845285,,1,,"Seal Code: 7330 - 845285

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/62.jpg
63,2010,6,Rubicon 2010,750,6,7330 - 845281,,1,,"Seal Code: 7330 - 845281

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/63.jpg
64,2010,6,Rubicon 2010,750,6,7330 - 845286,,1,,"Seal Code: 7330 - 845286

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/64.jpg
65,2010,6,Rubicon 2010,750,6,7330 - 845266,"'Dark ripe, cola and ribena. Quite round, soft, juicy and attractive. Nice balance of savoury and primary fruit. Pretty long and impressive. Drink now to 2030' - Roland Peens (Feb 2021), 92/100
'Superlative 2010 follows sensational 2009 (4.5 stars, 92 pts), maintains classicism of this flagship cab-dominated (65%) Bordeaux blend. Plush, the dark fruit absorbs & integrates the oak influence (60% new, 21 months) within complex, dense structure. For the long haul. '- Platter's SA Wine Guide 2016, 5*
'A good example of a modernised Cape classic, Rubicon is great to drink at five years and will mature well thereafter. Subtle oak, graphite, autumn leaves, cassis and fine-boned tannins: this wine is remarkably complex and a brilliant follow-up to the 2009. Drink: 2015-25 '- Tim Atkin MW, SA Special Report 2015, 94/100",0,,"Seal Code: 7330 - 845266

'Dark ripe, cola and ribena. Quite round, soft, juicy and attractive. Nice balance of savoury and primary fruit. Pretty long and impressive. Drink now to 2030' - Roland Peens (Feb 2021), 92/100
'Superlative 2010 follows sensational 2009 (4.5 stars, 92 pts), maintains classicism of this flagship cab-dominated (65%) Bordeaux blend. Plush, the dark fruit absorbs & integrates the oak influence (60% new, 21 months) within complex, dense structure. For the long haul. '- Platter's SA Wine Guide 2016, 5*
'A good example of a modernised Cape classic, Rubicon is great to drink at five years and will mature well thereafter. Subtle oak, graphite, autumn leaves, cassis and fine-boned tannins: this wine is remarkably complex and a brilliant follow-up to the 2009. Drink: 2015-25 '- Tim Atkin MW, SA Special Report 2015, 94/100",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2010 7330 - 845266.jpg,farms/meerlust/rubicon/output/assets/65.jpg
66,2012,6,Rubicon 2012,750,6,7594 - 512142,,1,,"Seal Code: 7594 - 512142

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/66.jpg
67,2012,6,Rubicon 2012,750,6,7594 - 512146,,1,,"Seal Code: 7594 - 512146

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/67.jpg
68,2012,6,Rubicon 2012,750,6,7594 - 512143,,1,,"Seal Code: 7594 - 512143

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/68.jpg
69,2012,6,Rubicon 2012,750,6,7594 - 512141,,1,,"Seal Code: 7594 - 512141

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/69.jpg
70,2012,6,Rubicon 2012,750,6,7594 - 512144,,1,,"Seal Code: 7594 - 512144

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/70.jpg
71,2012,6,Rubicon 2012,750,6,7594 - 512145,"'Really elegant with lovely depth and fine aromatics. Some toasty oak evident as well as slight sweet sour, savoury notes. Firm tannin and acidity with long finish. Drink now to 2030' - Roland Peens (Feb 2021), 92/100
'Incredible purity. Completely open-knit and generous, but also beautifully elegant and appetising. Cherries, pomegranate, flint and pot-pourri perfume overlayed on a sleek palate. This is one of the underrated Cape vintages of the post-2000 era, revealing ever more composure and elegance with age. For those with preference of the less ripe vintages.' - Higgo Jacobs (Feb 2021), 95/100
‘Superlative’ & ‘sensational’ are common epithets for this flagship cab-dominated (±60%) Bordeaux blend. Lithe 2013 & sleek 2012 take up the baton of 2010 (5 stars, 98 pts) after 2011 not made. Plush, the dark fruit integrates the oak influence (65% new, 20 months) within complex, dense structure. For the long haul.'- Platter's SA Wine Guide 2017, 4.5*",0,,"Seal Code: 7594 - 512145

'Really elegant with lovely depth and fine aromatics. Some toasty oak evident as well as slight sweet sour, savoury notes. Firm tannin and acidity with long finish. Drink now to 2030' - Roland Peens (Feb 2021), 92/100
'Incredible purity. Completely open-knit and generous, but also beautifully elegant and appetising. Cherries, pomegranate, flint and pot-pourri perfume overlayed on a sleek palate. This is one of the underrated Cape vintages of the post-2000 era, revealing ever more composure and elegance with age. For those with preference of the less ripe vintages.' - Higgo Jacobs (Feb 2021), 95/100
‘Superlative’ & ‘sensational’ are common epithets for this flagship cab-dominated (±60%) Bordeaux blend. Lithe 2013 & sleek 2012 take up the baton of 2010 (5 stars, 98 pts) after 2011 not made. Plush, the dark fruit integrates the oak influence (65% new, 20 months) within complex, dense structure. For the long haul.'- Platter's SA Wine Guide 2017, 4.5*",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2012 7594 - 512145.jpg,farms/meerlust/rubicon/output/assets/71.jpg
72,2013,6,Rubicon 2013,750,6,7720 - 419649,,1,,"Seal Code: 7720 - 419649

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/72.jpg
73,2013,6,Rubicon 2013,750,6,7720 - 419652,,1,,"Seal Code: 7720 - 419652

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/73.jpg
74,2013,6,Rubicon 2013,750,6,7720 - 419651,,1,,"Seal Code: 7720 - 419651

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/74.jpg
75,2013,6,Rubicon 2013,750,6,7720 - 419648,,1,,"Seal Code: 7720 - 419648

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/75.jpg
76,2013,6,Rubicon 2013,750,6,7720 - 419650,,1,,"Seal Code: 7720 - 419650

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/76.jpg
77,2013,6,Rubicon 2013,750,6,7720 - 419653,"‘‘Superlative’ and ‘sensational’ are common epithets for this flagship Cabernet Sauvignon-dominated (±60%) Bordeaux blend. Lithe 2013 & sleek 2012 take up the baton of 2010 (5 stars, 98 pts) after 2011 not made. Plush, the dark fruit integrates the oak influence (65% new, 20 months) within complex, dense structure. For the long haul.’ - Platter’s SA Wine Guide 2017, 4.5*
‘Meerlust’s top red is a Cabernet Sauvignon-based blend with Merlot, Cabernet Franc and Petit Verdot as the chorus. It’s a frm, serious, almost austere red that’s clearly built to age. I’d like a little more fruit on the tannic bones, but this is well made in a traditional style.’ - Tim Atkin SA Special Report 2016, 90/100",0,,"Seal Code: 7720 - 419653

‘‘Superlative’ and ‘sensational’ are common epithets for this flagship Cabernet Sauvignon-dominated (±60%) Bordeaux blend. Lithe 2013 & sleek 2012 take up the baton of 2010 (5 stars, 98 pts) after 2011 not made. Plush, the dark fruit integrates the oak influence (65% new, 20 months) within complex, dense structure. For the long haul.’ - Platter’s SA Wine Guide 2017, 4.5*
‘Meerlust’s top red is a Cabernet Sauvignon-based blend with Merlot, Cabernet Franc and Petit Verdot as the chorus. It’s a frm, serious, almost austere red that’s clearly built to age. I’d like a little more fruit on the tannic bones, but this is well made in a traditional style.’ - Tim Atkin SA Special Report 2016, 90/100",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2013 7720 - 419653.jpg,farms/meerlust/rubicon/output/assets/77.jpg
78,2014,6,Rubicon 2014,750,6,7990 - 018540,,1,,"Seal Code: 7990 - 018540

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/78.jpg
79,2014,6,Rubicon 2014,750,6,7990 - 018542,,1,,"Seal Code: 7990 - 018542

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/79.jpg
80,2014,6,Rubicon 2014,750,6,7990 - 018543,,1,,"Seal Code: 7990 - 018543

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/80.jpg
81,2014,6,Rubicon 2014,750,6,7990 - 018539,,1,,"Seal Code: 7990 - 018539

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/81.jpg
82,2014,6,Rubicon 2014,750,6,7990 - 018544,,1,,"Seal Code: 7990 - 018544

",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/82.jpg
83,2014,6,Rubicon 2014,750,6,7990 - 018541,"‘Cabernet Sauvignon-based (67%) flagship blend with Merlot, Cabernet Franc and Petit Verdot. One of the most classic local expressions of the style. 2014 gentler than the Cabernet Sauvignon, with the sleek, darkly bright elegance of the Merlot, and its own firm tannic balance and succulent suppleness based on ripe fruit.’ - Platter’s SA Wine Guide 2018, 4.5* ",0,,"Seal Code: 7990 - 018541

‘Cabernet Sauvignon-based (67%) flagship blend with Merlot, Cabernet Franc and Petit Verdot. One of the most classic local expressions of the style. 2014 gentler than the Cabernet Sauvignon, with the sleek, darkly bright elegance of the Merlot, and its own firm tannic balance and succulent suppleness based on ripe fruit.’ - Platter’s SA Wine Guide 2018, 4.5* ",farms/meerlust/rubicon/input/bottels/1s/Meerlust Rubicon 2014 7990 - 018540.jpg,farms/meerlust/rubicon/output/assets/83.jpg
